"Statistic Label","Census Year","CSO Small Areas 2022","Age","Sex","UNIT","VALUE"
"Population","2022","057053010","Age 0-4","Males","Number","12"
"Population","2022","057053010","Age 0-4","Females","Number","10"
"Population","2022","057053010","Age 0-4","Both Sexes","Number","22"
"Population","2022","247123008","Age 0-4","Males","Number","7"
"Population","2022","247123008","Age 0-4","Females","Number","9"
"Population","2022","247123008","Age 0-4","Both Sexes","Number","16"
"Population","2022","068011003","Age 0-4","Males","Number","7"
"Population","2022","068011003","Age 0-4","Females","Number","3"
"Population","2022","068011003","Age 0-4","Both Sexes","Number","10"
"Population","2022","167025029","Age 0-4","Males","Number","15"
"Population","2022","167025029","Age 0-4","Females","Number","12"
"Population","2022","167025029","Age 0-4","Both Sexes","Number","27"
"Population","2022","037145002","Age 0-4","Males","Number","10"
"Population","2022","037145002","Age 0-4","Females","Number","7"
"Population","2022","037145002","Age 0-4","Both Sexes","Number","17"
"Population","2022","077159001","Age 0-4","Males","Number","1"
"Population","2022","077159001","Age 0-4","Females","Number","5"
"Population","2022","077159001","Age 0-4","Both Sexes","Number","6"
"Population","2022","047060003/02/047060002/047060006","Age 0-4","Males","Number","9"
"Population","2022","047060003/02/047060002/047060006","Age 0-4","Females","Number","7"
"Population","2022","047060003/02/047060002/047060006","Age 0-4","Both Sexes","Number","16"
"Population","2022","267112011","Age 0-4","Males","Number","12"
"Population","2022","267112011","Age 0-4","Females","Number","9"
"Population","2022","267112011","Age 0-4","Both Sexes","Number","21"
"Population","2022","257065002","Age 0-4","Males","Number","13"
"Population","2022","257065002","Age 0-4","Females","Number","6"
"Population","2022","257065002","Age 0-4","Both Sexes","Number","19"
"Population","2022","268006038/04","Age 0-4","Males","Number","6"
"Population","2022","268006038/04","Age 0-4","Females","Number","12"
"Population","2022","268006038/04","Age 0-4","Both Sexes","Number","18"
"Population","2022","187013015","Age 0-4","Males","Number","12"
"Population","2022","187013015","Age 0-4","Females","Number","10"
"Population","2022","187013015","Age 0-4","Both Sexes","Number","22"
"Population","2022","268108023","Age 0-4","Males","Number","4"
"Population","2022","268108023","Age 0-4","Females","Number","3"
"Population","2022","268108023","Age 0-4","Both Sexes","Number","7"
"Population","2022","187039001","Age 0-4","Males","Number","7"
"Population","2022","187039001","Age 0-4","Females","Number","2"
"Population","2022","187039001","Age 0-4","Both Sexes","Number","9"
"Population","2022","027035001","Age 0-4","Males","Number","9"
"Population","2022","027035001","Age 0-4","Females","Number","11"
"Population","2022","027035001","Age 0-4","Both Sexes","Number","20"
"Population","2022","177002003","Age 0-4","Males","Number","7"
"Population","2022","177002003","Age 0-4","Females","Number","13"
"Population","2022","177002003","Age 0-4","Both Sexes","Number","20"
"Population","2022","037089001","Age 0-4","Males","Number","2"
"Population","2022","037089001","Age 0-4","Females","Number","0"
"Population","2022","037089001","Age 0-4","Both Sexes","Number","2"
"Population","2022","107029006","Age 0-4","Males","Number","10"
"Population","2022","107029006","Age 0-4","Females","Number","11"
"Population","2022","107029006","Age 0-4","Both Sexes","Number","21"
"Population","2022","268031001","Age 0-4","Males","Number","4"
"Population","2022","268031001","Age 0-4","Females","Number","2"
"Population","2022","268031001","Age 0-4","Both Sexes","Number","6"
"Population","2022","268075002","Age 0-4","Males","Number","6"
"Population","2022","268075002","Age 0-4","Females","Number","5"
"Population","2022","268075002","Age 0-4","Both Sexes","Number","11"
"Population","2022","117029002","Age 0-4","Males","Number","5"
"Population","2022","117029002","Age 0-4","Females","Number","4"
"Population","2022","117029002","Age 0-4","Both Sexes","Number","9"
"Population","2022","047054002","Age 0-4","Males","Number","8"
"Population","2022","047054002","Age 0-4","Females","Number","12"
"Population","2022","047054002","Age 0-4","Both Sexes","Number","20"
"Population","2022","237087001","Age 0-4","Males","Number","5"
"Population","2022","237087001","Age 0-4","Females","Number","0"
"Population","2022","237087001","Age 0-4","Both Sexes","Number","5"
"Population","2022","027004015","Age 0-4","Males","Number","7"
"Population","2022","027004015","Age 0-4","Females","Number","9"
"Population","2022","027004015","Age 0-4","Both Sexes","Number","16"
"Population","2022","257004019","Age 0-4","Males","Number","27"
"Population","2022","257004019","Age 0-4","Females","Number","21"
"Population","2022","257004019","Age 0-4","Both Sexes","Number","48"
"Population","2022","267049012","Age 0-4","Males","Number","6"
"Population","2022","267049012","Age 0-4","Females","Number","5"
"Population","2022","267049012","Age 0-4","Both Sexes","Number","11"
"Population","2022","077160053","Age 0-4","Males","Number","7"
"Population","2022","077160053","Age 0-4","Females","Number","3"
"Population","2022","077160053","Age 0-4","Both Sexes","Number","10"
"Population","2022","177047001","Age 0-4","Males","Number","6"
"Population","2022","177047001","Age 0-4","Females","Number","13"
"Population","2022","177047001","Age 0-4","Both Sexes","Number","19"
"Population","2022","177016002","Age 0-4","Males","Number","11"
"Population","2022","177016002","Age 0-4","Females","Number","12"
"Population","2022","177016002","Age 0-4","Both Sexes","Number","23"
"Population","2022","267028067","Age 0-4","Males","Number","9"
"Population","2022","267028067","Age 0-4","Females","Number","12"
"Population","2022","267028067","Age 0-4","Both Sexes","Number","21"
"Population","2022","067059011","Age 0-4","Males","Number","2"
"Population","2022","067059011","Age 0-4","Females","Number","1"
"Population","2022","067059011","Age 0-4","Both Sexes","Number","3"
"Population","2022","217041011","Age 0-4","Males","Number","5"
"Population","2022","217041011","Age 0-4","Females","Number","5"
"Population","2022","217041011","Age 0-4","Both Sexes","Number","10"
"Population","2022","027057004","Age 0-4","Males","Number","7"
"Population","2022","027057004","Age 0-4","Females","Number","2"
"Population","2022","027057004","Age 0-4","Both Sexes","Number","9"
"Population","2022","268036004","Age 0-4","Males","Number","7"
"Population","2022","268036004","Age 0-4","Females","Number","3"
"Population","2022","268036004","Age 0-4","Both Sexes","Number","10"
"Population","2022","097110001","Age 0-4","Males","Number","8"
"Population","2022","097110001","Age 0-4","Females","Number","7"
"Population","2022","097110001","Age 0-4","Both Sexes","Number","15"
"Population","2022","267035010","Age 0-4","Males","Number","7"
"Population","2022","267035010","Age 0-4","Females","Number","8"
"Population","2022","267035010","Age 0-4","Both Sexes","Number","15"
"Population","2022","107088002","Age 0-4","Males","Number","5"
"Population","2022","107088002","Age 0-4","Females","Number","5"
"Population","2022","107088002","Age 0-4","Both Sexes","Number","10"
"Population","2022","267083012","Age 0-4","Males","Number","16"
"Population","2022","267083012","Age 0-4","Females","Number","5"
"Population","2022","267083012","Age 0-4","Both Sexes","Number","21"
"Population","2022","268007010","Age 0-4","Males","Number","6"
"Population","2022","268007010","Age 0-4","Females","Number","6"
"Population","2022","268007010","Age 0-4","Both Sexes","Number","12"
"Population","2022","268096003","Age 0-4","Males","Number","4"
"Population","2022","268096003","Age 0-4","Females","Number","5"
"Population","2022","268096003","Age 0-4","Both Sexes","Number","9"
"Population","2022","047123002","Age 0-4","Males","Number","3"
"Population","2022","047123002","Age 0-4","Females","Number","4"
"Population","2022","047123002","Age 0-4","Both Sexes","Number","7"
"Population","2022","267071001","Age 0-4","Males","Number","9"
"Population","2022","267071001","Age 0-4","Females","Number","5"
"Population","2022","267071001","Age 0-4","Both Sexes","Number","14"
"Population","2022","257008001","Age 0-4","Males","Number","5"
"Population","2022","257008001","Age 0-4","Females","Number","8"
"Population","2022","257008001","Age 0-4","Both Sexes","Number","13"
"Population","2022","128006006","Age 0-4","Males","Number","3"
"Population","2022","128006006","Age 0-4","Females","Number","2"
"Population","2022","128006006","Age 0-4","Both Sexes","Number","5"
"Population","2022","267120011","Age 0-4","Males","Number","6"
"Population","2022","267120011","Age 0-4","Females","Number","7"
"Population","2022","267120011","Age 0-4","Both Sexes","Number","13"
"Population","2022","268027007","Age 0-4","Males","Number","2"
"Population","2022","268027007","Age 0-4","Females","Number","3"
"Population","2022","268027007","Age 0-4","Both Sexes","Number","5"
"Population","2022","067017001","Age 0-4","Males","Number","8"
"Population","2022","067017001","Age 0-4","Females","Number","2"
"Population","2022","067017001","Age 0-4","Both Sexes","Number","10"
"Population","2022","077102031","Age 0-4","Males","Number","4"
"Population","2022","077102031","Age 0-4","Females","Number","1"
"Population","2022","077102031","Age 0-4","Both Sexes","Number","5"
"Population","2022","267018007","Age 0-4","Males","Number","4"
"Population","2022","267018007","Age 0-4","Females","Number","4"
"Population","2022","267018007","Age 0-4","Both Sexes","Number","8"
"Population","2022","047156002","Age 0-4","Males","Number","6"
"Population","2022","047156002","Age 0-4","Females","Number","6"
"Population","2022","047156002","Age 0-4","Both Sexes","Number","12"
"Population","2022","057085001/057085003/057085004","Age 0-4","Males","Number","8"
"Population","2022","057085001/057085003/057085004","Age 0-4","Females","Number","3"
"Population","2022","057085001/057085003/057085004","Age 0-4","Both Sexes","Number","11"
"Population","2022","267140008","Age 0-4","Males","Number","8"
"Population","2022","267140008","Age 0-4","Females","Number","9"
"Population","2022","267140008","Age 0-4","Both Sexes","Number","17"
"Population","2022","047011004","Age 0-4","Males","Number","6"
"Population","2022","047011004","Age 0-4","Females","Number","6"
"Population","2022","047011004","Age 0-4","Both Sexes","Number","12"
"Population","2022","217056006","Age 0-4","Males","Number","6"
"Population","2022","217056006","Age 0-4","Females","Number","6"
"Population","2022","217056006","Age 0-4","Both Sexes","Number","12"
"Population","2022","037065001/037065002","Age 0-4","Males","Number","3"
"Population","2022","037065001/037065002","Age 0-4","Females","Number","5"
"Population","2022","037065001/037065002","Age 0-4","Both Sexes","Number","8"
"Population","2022","048039014","Age 0-4","Males","Number","13"
"Population","2022","048039014","Age 0-4","Females","Number","7"
"Population","2022","048039014","Age 0-4","Both Sexes","Number","20"
"Population","2022","127116012","Age 0-4","Males","Number","8"
"Population","2022","127116012","Age 0-4","Females","Number","1"
"Population","2022","127116012","Age 0-4","Both Sexes","Number","9"
"Population","2022","127066001","Age 0-4","Males","Number","3"
"Population","2022","127066001","Age 0-4","Females","Number","5"
"Population","2022","127066001","Age 0-4","Both Sexes","Number","8"
"Population","2022","117007001","Age 0-4","Males","Number","0"
"Population","2022","117007001","Age 0-4","Females","Number","1"
"Population","2022","117007001","Age 0-4","Both Sexes","Number","1"
"Population","2022","268080006","Age 0-4","Males","Number","1"
"Population","2022","268080006","Age 0-4","Females","Number","2"
"Population","2022","268080006","Age 0-4","Both Sexes","Number","3"
"Population","2022","247004003","Age 0-4","Males","Number","7"
"Population","2022","247004003","Age 0-4","Females","Number","5"
"Population","2022","247004003","Age 0-4","Both Sexes","Number","12"
"Population","2022","147004003","Age 0-4","Males","Number","9"
"Population","2022","147004003","Age 0-4","Females","Number","4"
"Population","2022","147004003","Age 0-4","Both Sexes","Number","13"
"Population","2022","127056001","Age 0-4","Males","Number","13"
"Population","2022","127056001","Age 0-4","Females","Number","8"
"Population","2022","127056001","Age 0-4","Both Sexes","Number","21"
"Population","2022","267148010","Age 0-4","Males","Number","6"
"Population","2022","267148010","Age 0-4","Females","Number","5"
"Population","2022","267148010","Age 0-4","Both Sexes","Number","11"
"Population","2022","087071054/01","Age 0-4","Males","Number","25"
"Population","2022","087071054/01","Age 0-4","Females","Number","22"
