"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Persons aged 85 years and over","2022","Glenlough, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Glore, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Greenpark, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Griffinstown, Westmeath","Number","11"
"Persons aged 85 years and over","2022","Heathstown, Westmeath","Number","14"
"Persons aged 85 years and over","2022","Hilltown, Westmeath","Number","9"
"Persons aged 85 years and over","2022","Hopestown, Westmeath","Number","12"
"Persons aged 85 years and over","2022","Huntingdon, Westmeath","Number","7"
"Persons aged 85 years and over","2022","Jamestown, Westmeath","Number","7"
"Persons aged 85 years and over","2022","Kilbeggan, Westmeath","Number","23"
"Persons aged 85 years and over","2022","Kilbixy, Westmeath","Number","9"
"Persons aged 85 years and over","2022","Kilcumny, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Kilcumreragh, Westmeath","Number","7"
"Persons aged 85 years and over","2022","Killare, Westmeath","Number","7"
"Persons aged 85 years and over","2022","Killinure, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Killua, Westmeath","Number","20"
"Persons aged 85 years and over","2022","Killucan, Westmeath","Number","49"
"Persons aged 85 years and over","2022","Killulagh, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Kilpatrick, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Kinnegad, Westmeath","Number","18"
"Persons aged 85 years and over","2022","Kinturk, Westmeath","Number","28"
"Persons aged 85 years and over","2022","Knockarrow, Westmeath","Number","1"
"Persons aged 85 years and over","2022","Knockdrin, Westmeath","Number","12"
"Persons aged 85 years and over","2022","Lackan, Westmeath","Number","0"
"Persons aged 85 years and over","2022","Lauree, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Middleton, Westmeath","Number","12"
"Persons aged 85 years and over","2022","Milltown, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Moate, Westmeath","Number","77"
"Persons aged 85 years and over","2022","Mount Temple, Westmeath","Number","0"
"Persons aged 85 years and over","2022","Moydrum, Westmeath","Number","27"
"Persons aged 85 years and over","2022","Muckanagh, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Mullingar North Urban, Westmeath","Number","90"
"Persons aged 85 years and over","2022","Mullingar Rural, Westmeath","Number","152"
"Persons aged 85 years and over","2022","Mullingar South Urban, Westmeath","Number","90"
"Persons aged 85 years and over","2022","Multyfarnham, Westmeath","Number","42"
"Persons aged 85 years and over","2022","Newtown, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Noughaval, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Owel, Westmeath","Number","15"
"Persons aged 85 years and over","2022","Piercetown, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Portloman, Westmeath","Number","9"
"Persons aged 85 years and over","2022","Raharney, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Rahugh, Westmeath","Number","9"
"Persons aged 85 years and over","2022","Rathconrath, Westmeath","Number","5"
"Persons aged 85 years and over","2022","Rathowen, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Riverdale, Westmeath","Number","8"
"Persons aged 85 years and over","2022","Rosmead, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Russellstown, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Skeagh, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Sonna, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Stonehall, Westmeath","Number","6"
"Persons aged 85 years and over","2022","Streamstown, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Street, Westmeath","Number","9"
"Persons aged 85 years and over","2022","Taghmon, Westmeath","Number","3"
"Persons aged 85 years and over","2022","Templepatrick, Westmeath","Number","2"
"Persons aged 85 years and over","2022","Tubbrit, Westmeath","Number","19"
"Persons aged 85 years and over","2022","Tullaghan, Westmeath","Number","7"
"Persons aged 85 years and over","2022","Umma, Westmeath","Number","9"
"Persons aged 85 years and over","2022","Winetown, Westmeath","Number","1"
"Persons aged 85 years and over","2022","Woodland, Westmeath","Number","4"
"Persons aged 85 years and over","2022","Adamstown, Wexford","Number","9"
"Persons aged 85 years and over","2022","Ardamine, Wexford","Number","102"
"Persons aged 85 years and over","2022","Ardcavan, Wexford","Number","47"
"Persons aged 85 years and over","2022","Ardcolm, Wexford","Number","13"
"Persons aged 85 years and over","2022","Artramon, Wexford","Number","50"
"Persons aged 85 years and over","2022","Aughwilliam, Wexford","Number","5"
"Persons aged 85 years and over","2022","Ballindaggan, Wexford","Number","11"
"Persons aged 85 years and over","2022","Balloughter, Wexford","Number","13"
"Persons aged 85 years and over","2022","Ballyanne, Wexford","Number","11"
"Persons aged 85 years and over","2022","Ballybeg, Wexford","Number","11"
"Persons aged 85 years and over","2022","Ballycanew, Wexford","Number","13"
"Persons aged 85 years and over","2022","Ballycarney, Wexford","Number","9"
"Persons aged 85 years and over","2022","Ballyellis, Wexford","Number","5"
"Persons aged 85 years and over","2022","Ballygarrett, Wexford","Number","15"
"Persons aged 85 years and over","2022","Ballyhack, Wexford","Number","23"
"Persons aged 85 years and over","2022","Ballyhoge, Wexford","Number","17"
"Persons aged 85 years and over","2022","Ballyhuskard, Wexford","Number","17"
"Persons aged 85 years and over","2022","Ballylarkin, Wexford","Number","16"
"Persons aged 85 years and over","2022","Ballymitty, Wexford","Number","9"
"Persons aged 85 years and over","2022","Ballymore, Wexford","Number","3"
"Persons aged 85 years and over","2022","Ballynestragh, Wexford","Number","16"
"Persons aged 85 years and over","2022","Ballyvaldon, Wexford","Number","6"
"Persons aged 85 years and over","2022","Bannow, Wexford","Number","21"
"Persons aged 85 years and over","2022","Barrack Village, Wexford","Number","1"
"Persons aged 85 years and over","2022","Barronstown, Wexford","Number","5"
"Persons aged 85 years and over","2022","Bolaboy, Wexford","Number","13"
"Persons aged 85 years and over","2022","Bree, Wexford","Number","18"
"Persons aged 85 years and over","2022","Bridgetown, Wexford","Number","15"
"Persons aged 85 years and over","2022","Cahore, Wexford","Number","8"
"Persons aged 85 years and over","2022","Carnagh, Wexford","Number","8"
"Persons aged 85 years and over","2022","Carrick, Wexford","Number","28"
"Persons aged 85 years and over","2022","Carrickbyrne, Wexford","Number","11"
"Persons aged 85 years and over","2022","Castle Ellis, Wexford","Number","20"
"Persons aged 85 years and over","2022","Castle Talbot, Wexford","Number","11"
"Persons aged 85 years and over","2022","Castleboro, Wexford","Number","21"
"Persons aged 85 years and over","2022","Castledockrell, Wexford","Number","7"
"Persons aged 85 years and over","2022","Clongeen, Wexford","Number","17"
"Persons aged 85 years and over","2022","Clonleigh, Wexford","Number","4"
"Persons aged 85 years and over","2022","Clonroche, Wexford","Number","15"
"Persons aged 85 years and over","2022","Coolgreany, Wexford","Number","15"
"Persons aged 85 years and over","2022","Courtown, Wexford","Number","41"
"Persons aged 85 years and over","2022","Drinagh, Wexford","Number","31"
"Persons aged 85 years and over","2022","Duncormick, Wexford","Number","7"
"Persons aged 85 years and over","2022","Dunmain, Wexford","Number","5"
"Persons aged 85 years and over","2022","Edermine, Wexford","Number","54"
"Persons aged 85 years and over","2022","Enniscorthy Rural, Wexford","Number","166"
"Persons aged 85 years and over","2022","Enniscorthy Urban, Wexford","Number","90"
"Persons aged 85 years and over","2022","Ferns, Wexford","Number","25"
"Persons aged 85 years and over","2022","Fethard, Wexford","Number","18"
"Persons aged 85 years and over","2022","Ford, Wexford","Number","11"
"Persons aged 85 years and over","2022","Forth, Wexford","Number","39"
"Persons aged 85 years and over","2022","Glynn, Wexford","Number","5"
"Persons aged 85 years and over","2022","Gorey Rural, Wexford","Number","48"
"Persons aged 85 years and over","2022","Gorey Urban, Wexford","Number","71"
"Persons aged 85 years and over","2022","Harperstown, Wexford","Number","4"
"Persons aged 85 years and over","2022","Harristown, Wexford","Number","19"
"Persons aged 85 years and over","2022","Horetown, Wexford","Number","11"
"Persons aged 85 years and over","2022","Huntingtown, Wexford","Number","7"
"Persons aged 85 years and over","2022","Inch, Wexford","Number","8"
"Persons aged 85 years and over","2022","Kilbora, Wexford","Number","7"
"Persons aged 85 years and over","2022","Kilbride, Wexford","Number","2"
"Persons aged 85 years and over","2022","Kilcomb, Wexford","Number","43"
"Persons aged 85 years and over","2022","Kilcormick, Wexford","Number","2"
"Persons aged 85 years and over","2022","Kilcowan, Wexford","Number","8"
"Persons aged 85 years and over","2022","Kilgarvan, Wexford","Number","9"
"Persons aged 85 years and over","2022","Kilgorman, Wexford","Number","11"
"Persons aged 85 years and over","2022","Killag, Wexford","Number","5"
"Persons aged 85 years and over","2022","Killann, Wexford","Number","13"
"Persons aged 85 years and over","2022","Killenagh, Wexford","Number","8"
"Persons aged 85 years and over","2022","Killesk, Wexford","Number","15"
"Persons aged 85 years and over","2022","Killincooly, Wexford","Number","11"
"Persons aged 85 years and over","2022","Killinick, Wexford","Number","12"
"Persons aged 85 years and over","2022","Killoughrum, Wexford","Number","17"
"Persons aged 85 years and over","2022","Killurin, Wexford","Number","9"
"Persons aged 85 years and over","2022","Kilmallock, Wexford","Number","15"
"Persons aged 85 years and over","2022","Kilmokea, Wexford","Number","33"
"Persons aged 85 years and over","2022","Kilmore, Wexford","Number","33"
"Persons aged 85 years and over","2022","Kilnahue, Wexford","Number","13"
"Persons aged 85 years and over","2022","Kilpatrick, Wexford","Number","11"
"Persons aged 85 years and over","2022","Kilrush, Wexford","Number","7"
"Persons aged 85 years and over","2022","Kilscoran, Wexford","Number","26"
"Persons aged 85 years and over","2022","Kiltealy, Wexford","Number","9"
"Persons aged 85 years and over","2022","Lady's Island, Wexford","Number","16"
"Persons aged 85 years and over","2022","Limerick, Wexford","Number","12"
"Persons aged 85 years and over","2022","Marshalstown, Wexford","Number","19"
"Persons aged 85 years and over","2022","Mayglass, Wexford","Number","5"
"Persons aged 85 years and over","2022","Monamolin, Wexford","Number","10"
"Persons aged 85 years and over","2022","Monaseed, Wexford","Number","12"
"Persons aged 85 years and over","2022","Moyacomb, Wexford","Number","8"
"Persons aged 85 years and over","2022","New Ross Rural, Wexford","Number","55"
"Persons aged 85 years and over","2022","New Ross Urban, Wexford","Number","88"
"Persons aged 85 years and over","2022","Newbawn, Wexford","Number","9"
"Persons aged 85 years and over","2022","Newcastle, Wexford","Number","9"
"Persons aged 85 years and over","2022","Newtownbarry, Wexford","Number","60"
"Persons aged 85 years and over","2022","Old Ross, Wexford","Number","5"
"Persons aged 85 years and over","2022","Oldcourt, Wexford","Number","11"
"Persons aged 85 years and over","2022","Rathaspick, Wexford","Number","25"
"Persons aged 85 years and over","2022","Rathroe, Wexford","Number","18"
"Persons aged 85 years and over","2022","Rochestown, Wexford","Number","2"
"Persons aged 85 years and over","2022","Rosbercon Urban, Wexford","Number","4"
"Persons aged 85 years and over","2022","Rossard, Wexford","Number","7"
"Persons aged 85 years and over","2022","Rosslare, Wexford","Number","47"
"Persons aged 85 years and over","2022","Rossminoge, Wexford","Number","6"
"Persons aged 85 years and over","2022","St. Helen's, Wexford","Number","46"
"Persons aged 85 years and over","2022","St. Mary's, Wexford","Number","5"
"Persons aged 85 years and over","2022","Tacumshin, Wexford","Number","9"
"Persons aged 85 years and over","2022","Taghmon, Wexford","Number","17"
"Persons aged 85 years and over","2022","Templeludigan, Wexford","Number","8"
"Persons aged 85 years and over","2022","Templetown, Wexford","Number","9"
"Persons aged 85 years and over","2022","The Harrow, Wexford","Number","6"
"Persons aged 85 years and over","2022","The Leap, Wexford","Number","20"
"Persons aged 85 years and over","2022","Tinnacross, Wexford","Number","11"
"Persons aged 85 years and over","2022","Tintern, Wexford","Number","30"
"Persons aged 85 years and over","2022","Tombrack, Wexford","Number","13"
"Persons aged 85 years and over","2022","Tomhaggard, Wexford","Number","12"
